car,battery_capacity,profile,arrival_time_in_minutes,waiting_time_in_minutes,current_battery_level,willingness_to_pay_extra_per_kwh,willingness_to_release,target_battery_level,soc,ocv
Tesla Model Y,75000,STANDARD,10400,2,19996,0.21,0.2,40614,0.2666133333333333,3.4828
Tesla Model Y,75000,STANDARD,33930,4,15652,0.3,0.25,74039,0.20869333333333334,3.3918
Tesla Model Y,75000,STANDARD,18820,1,10712,0.08,0.21,66775,0.14282666666666666,3.2663
Skoda Enyaq,77000,STANDARD,30707,3,12133,0.2,0.38,48543,0.15757142857142858,3.2919
Tesla Model Y,75000,STANDARD,21028,4,19418,0.14,0.2,58988,0.2589066666666667,3.4751
Tesla Model Y,75000,STANDARD,9835,2,16973,0.28,0.34,70909,0.22630666666666666,3.422
Tesla Model Y,75000,STANDARD,19610,1,15116,0.23,0.29,32037,0.20154666666666668,3.3786
Volvo EX30,51000,STANDARD,30085,0,13776,0.04,0.28,38519,0.2701176470588235,3.4863
Tesla Model 3,75000,STANDARD,32443,0,17665,0.07,0.33,43614,0.23553333333333334,3.4378
Volvo EX30,51000,STANDARD,25109,0,8761,0.34,0.26,49301,0.1717843137254902,3.3199
Tesla Model Y,75000,STANDARD,3655,2,18097,0.34,0.25,43650,0.24129333333333333,3.4477
Volvo EX30,51000,STANDARD,25335,2,12444,0.13,0.28,48328,0.244,3.4523
Volvo EX30,51000,STANDARD,34007,1,8015,0.07,0.39,25704,0.15715686274509805,3.2911
Tesla Model Y,75000,STANDARD,28280,0,10950,0.13,0.39,48389,0.146,3.2717
Audi Q4 e-tron,52000,STANDARD,16413,3,19534,0.06,0.29,46394,0.37565384615384617,3.5986
Skoda Enyaq,77000,STANDARD,33770,3,18515,0.2,0.25,43040,0.24045454545454545,3.4463
Skoda Enyaq,77000,STANDARD,9435,0,18257,0.13,0.3,36251,0.2371038961038961,3.4405
Tesla Model 3,75000,STANDARD,35562,0,12393,0.2,0.38,70315,0.16524,3.307
Skoda Enyaq,77000,STANDARD,6392,3,6142,0.07,0.33,71603,0.07976623376623376,3.1357
Tesla Model Y,75000,STANDARD,37898,0,6693,0.24,0.3,66698,0.08924,3.1604
Skoda Enyaq,77000,STANDARD,40935,1,5780,0.34,0.29,69025,0.07506493506493507,3.1235
Tesla Model 3,75000,STANDARD,26524,3,18217,0.09,0.27,64873,0.24289333333333332,3.4504
Volvo EX30,51000,STANDARD,6545,3,6069,0.15,0.38,26451,0.119,3.2259
Skoda Enyaq,77000,STANDARD,29329,1,8277,0.19,0.32,26199,0.10749350649350649,3.2064
Tesla Model Y,75000,STANDARD,21319,1,18872,0.06,0.22,46692,0.25162666666666667,3.4654
Audi Q4 e-tron,52000,STANDARD,25215,4,7534,0.22,0.34,38410,0.1448846153846154,3.2698
Volvo EX30,51000,STANDARD,41109,1,14766,0.3,0.24,38037,0.28952941176470587,3.5057
Tesla Model Y,75000,STANDARD,27445,3,9858,0.23,0.38,50718,0.13144,3.247
Volvo EX30,51000,STANDARD,23374,2,6642,0.3,0.26,42513,0.13023529411764706,3.245
Tesla Model Y,75000,STANDARD,5073,4,19782,0.07,0.39,36771,0.26376,3.48
Tesla Model Y,75000,STANDARD,33592,3,10617,0.34,0.33,30047,0.14156,3.2642
Volvo EX30,51000,STANDARD,4321,1,17599,0.01,0.36,38580,0.345078431372549,3.559
Tesla Model Y,75000,STANDARD,16705,2,18065,0.14,0.26,57273,0.24086666666666667,3.447
Audi Q4 e-tron,52000,STANDARD,33996,2,9906,0.14,0.25,38854,0.1905,3.3568
Tesla Model 3,75000,STANDARD,33911,1,14213,0.12,0.36,50721,0.18950666666666666,3.3549
Audi Q4 e-tron,52000,STANDARD,38150,4,11753,0.22,0.32,31286,0.22601923076923078,3.4215
Tesla Model 3,75000,STANDARD,31168,0,19803,0.3,0.24,56932,0.26404,3.4802
Audi Q4 e-tron,52000,STANDARD,18130,2,8399,0.24,0.28,51280,0.16151923076923078,3.2997
Tesla Model Y,75000,STANDARD,18316,1,18479,0.11,0.28,62048,0.24638666666666667,3.4564
Tesla Model Y,75000,STANDARD,38306,2,6857,0.09,0.25,43080,0.09142666666666667,3.1661
Skoda Enyaq,77000,STANDARD,37224,3,5966,0.09,0.36,67496,0.07748051948051948,3.1298
Tesla Model Y,75000,STANDARD,29649,0,12025,0.27,0.25,39496,0.16033333333333333,3.2973
Skoda Enyaq,77000,STANDARD,17,1,19021,0.22,0.27,34531,0.24702597402597404,3.4575
Tesla Model 3,75000,STANDARD,10514,2,9897,0.19,0.3,38739,0.13196,3.2479
Tesla Model Y,75000,STANDARD,28269,4,9571,0.32,0.32,56053,0.12761333333333333,3.2405
Volvo EX30,51000,STANDARD,19368,0,14008,0.04,0.24,30207,0.27466666666666667,3.4909
Tesla Model Y,75000,STANDARD,6598,3,19751,0.21,0.28,53736,0.2633466666666667,3.4795
Audi Q4 e-tron,52000,STANDARD,23799,1,15348,0.15,0.2,31780,0.29515384615384616,3.5114
Tesla Model Y,75000,STANDARD,10459,4,18337,0.19,0.32,51145,0.24449333333333334,3.4532
Tesla Model Y,75000,STANDARD,12890,1,7210,0.31,0.38,50839,0.09613333333333333,3.1783
Tesla Model Y,75000,STANDARD,13947,1,11048,0.18,0.29,45240,0.14730666666666667,3.2739
Tesla Model Y,75000,STANDARD,35927,3,17824,0.27,0.33,42864,0.23765333333333333,3.4415
Audi Q4 e-tron,52000,STANDARD,30435,4,15909,0.07,0.22,45319,0.3059423076923077,3.5221
Volvo EX30,51000,STANDARD,6895,2,14419,0.02,0.31,40818,0.28272549019607845,3.4989
Skoda Enyaq,77000,STANDARD,29317,4,6047,0.23,0.23,61453,0.07853246753246754,3.1325
Volvo EX30,51000,STANDARD,17268,4,12471,0.15,0.27,38213,0.24452941176470588,3.4533
Tesla Model Y,75000,STANDARD,15138,0,7364,0.18,0.33,71346,0.09818666666666667,3.1836
Audi Q4 e-tron,52000,STANDARD,8149,3,10638,0.11,0.36,49384,0.20457692307692307,3.3846
Tesla Model 3,75000,STANDARD,31361,0,19995,0.2,0.25,39275,0.2666,3.4828
Tesla Model Y,75000,STANDARD,37511,2,5262,0.31,0.33,54831,0.07016,3.1107
Tesla Model Y,75000,STANDARD,13734,0,14355,0.13,0.3,52270,0.1914,3.3586
Audi Q4 e-tron,52000,STANDARD,10910,1,14252,0.33,0.25,29348,0.27407692307692305,3.4903
Tesla Model Y,75000,STANDARD,10945,1,10093,0.22,0.24,51680,0.13457333333333332,3.2523
Skoda Enyaq,77000,STANDARD,19971,1,5011,0.1,0.37,73002,0.06507792207792208,3.0975
Audi Q4 e-tron,52000,STANDARD,17909,1,10572,0.19,0.38,31881,0.2033076923076923,3.3821
Audi Q4 e-tron,52000,STANDARD,273,0,10052,0.1,0.35,41071,0.19330769230769232,3.3624
Tesla Model Y,75000,STANDARD,41484,4,8976,0.23,0.27,28052,0.11968,3.2271
Tesla Model Y,75000,STANDARD,32401,2,15273,0.06,0.3,38816,0.20364,3.3827
Skoda Enyaq,77000,STANDARD,38031,4,15435,0.31,0.33,67484,0.20045454545454544,3.3764
Volvo EX30,51000,STANDARD,38057,4,13645,0.19,0.31,36771,0.26754901960784316,3.4837
Tesla Model Y,75000,STANDARD,41145,3,13869,0.13,0.3,36107,0.18492,3.3458
Volvo EX30,51000,STANDARD,2214,3,8650,0.09,0.33,50716,0.1696078431372549,3.3156
Volvo EX30,51000,STANDARD,43006,0,18763,0.32,0.23,48805,0.36790196078431375,3.5874
Tesla Model 3,75000,STANDARD,40504,0,8466,0.28,0.26,44375,0.11288,3.2155
Tesla Model Y,75000,STANDARD,17140,1,7013,0.26,0.23,39477,0.09350666666666667,3.1715
Skoda Enyaq,77000,STANDARD,41277,0,15124,0.25,0.28,63965,0.1964155844155844,3.3685
Volvo EX30,51000,STANDARD,11189,3,11739,0.3,0.31,35070,0.2301764705882353,3.4286
Tesla Model Y,75000,STANDARD,28471,3,18187,0.19,0.25,61531,0.24249333333333334,3.4498
Tesla Model Y,75000,STANDARD,50,0,12946,0.15,0.29,43909,0.17261333333333334,3.3215
Volvo EX30,51000,STANDARD,32386,4,17426,0.34,0.38,48677,0.34168627450980393,3.5558
Skoda Enyaq,77000,STANDARD,15022,0,13876,0.16,0.32,55615,0.1802077922077922,3.3365
Audi Q4 e-tron,52000,STANDARD,1809,4,14278,0.02,0.36,49013,0.27457692307692305,3.4908
Volvo EX30,51000,STANDARD,24633,3,16776,0.34,0.34,34339,0.32894117647058824,3.5438
Audi Q4 e-tron,52000,STANDARD,40988,2,9187,0.15,0.21,34927,0.17667307692307693,3.3296
Audi Q4 e-tron,52000,STANDARD,22180,4,17388,0.19,0.24,40270,0.3343846153846154,3.5489
Tesla Model Y,75000,STANDARD,6266,0,11738,0.21,0.21,49573,0.15650666666666666,3.2898
Audi Q4 e-tron,52000,STANDARD,11037,1,16867,0.3,0.25,43392,0.3243653846153846,3.5395
Tesla Model 3,75000,STANDARD,12003,4,19525,0.18,0.34,46658,0.26033333333333336,3.4765
Tesla Model Y,75000,STANDARD,18076,2,11870,0.25,0.2,38224,0.15826666666666667,3.2933
Tesla Model 3,75000,STANDARD,40668,1,7904,0.12,0.3,67454,0.10538666666666667,3.2024
Tesla Model Y,75000,STANDARD,24047,1,10123,0.23,0.23,32710,0.13497333333333333,3.253
Volvo EX30,51000,STANDARD,8347,0,17172,0.19,0.29,45906,0.3367058823529412,3.5511
Audi Q4 e-tron,52000,STANDARD,22529,1,15597,0.04,0.3,48056,0.2999423076923077,3.5161
Skoda Enyaq,77000,STANDARD,37411,2,10414,0.28,0.23,63578,0.13524675324675325,3.2535
Tesla Model Y,75000,STANDARD,3414,3,11750,0.29,0.32,68613,0.15666666666666668,3.2901
Tesla Model 3,75000,STANDARD,35931,0,15747,0.18,0.35,49675,0.20996,3.394
Skoda Enyaq,77000,STANDARD,34083,4,15238,0.11,0.33,47923,0.1978961038961039,3.3714
Skoda Enyaq,77000,STANDARD,36710,2,18673,0.33,0.22,37075,0.2425064935064935,3.4498
Tesla Model Y,75000,STANDARD,15693,3,9286,0.23,0.32,45584,0.12381333333333333,3.2341
Skoda Enyaq,77000,STANDARD,12334,1,6904,0.02,0.3,47615,0.08966233766233767,3.1615
Tesla Model Y,75000,STANDARD,9257,0,10155,0.34,0.36,61416,0.1354,3.2537
Tesla Model Y,75000,STANDARD,37645,2,6369,0.3,0.27,51924,0.08492,3.1491
Volvo EX30,51000,STANDARD,17710,1,6893,0.21,0.32,47226,0.13515686274509803,3.2533
Tesla Model 3,75000,STANDARD,9398,2,18637,0.19,0.36,48675,0.24849333333333334,3.46
Audi Q4 e-tron,52000,STANDARD,14212,3,11495,0.24,0.26,34663,0.22105769230769232,3.413
Audi Q4 e-tron,52000,STANDARD,33831,3,11470,0.34,0.22,33213,0.2205769230769231,3.4122
Audi Q4 e-tron,52000,STANDARD,13293,3,12194,0.07,0.33,31590,0.2345,3.4361
Volvo EX30,51000,STANDARD,12683,2,19707,0.05,0.32,50603,0.38641176470588234,3.6142
Volvo EX30,51000,STANDARD,19738,2,11440,0.33,0.31,42570,0.22431372549019607,3.4186
Tesla Model 3,75000,STANDARD,38913,0,15368,0.05,0.24,59346,0.20490666666666665,3.3852
Tesla Model 3,75000,STANDARD,18440,3,13217,0.05,0.26,30148,0.17622666666666667,3.3287
Tesla Model Y,75000,STANDARD,26414,1,11896,0.1,0.24,37698,0.15861333333333333,3.2939
Volvo EX30,51000,STANDARD,30868,2,5460,0.02,0.26,50785,0.10705882352941176,3.2057
Volvo EX30,51000,STANDARD,25375,1,9797,0.34,0.23,33853,0.19209803921568627,3.36
Volvo EX30,51000,STANDARD,9700,2,9898,0.14,0.22,41587,0.19407843137254902,3.3639
Tesla Model Y,75000,STANDARD,25584,1,15752,0.23,0.25,55047,0.21002666666666667,3.3941
Tesla Model Y,75000,STANDARD,19521,0,13754,0.31,0.33,58767,0.18338666666666667,3.3428
Tesla Model Y,75000,STANDARD,40859,4,14379,0.23,0.22,38252,0.19172,3.3592
Skoda Enyaq,77000,STANDARD,17067,4,9775,0.19,0.3,29333,0.12694805194805195,3.2394
Volvo EX30,51000,STANDARD,7757,3,18538,0.35,0.3,41747,0.36349019607843136,3.581
Tesla Model Y,75000,STANDARD,33372,0,11086,0.04,0.23,36980,0.14781333333333332,3.2748
Volvo EX30,51000,STANDARD,7221,2,6401,0.3,0.33,35845,0.12550980392156863,3.237
Tesla Model Y,75000,STANDARD,39514,3,19983,0.16,0.25,37675,0.26644,3.4826
Skoda Enyaq,77000,STANDARD,22652,1,7841,0.27,0.25,59946,0.10183116883116883,3.1931
Tesla Model Y,75000,STANDARD,20092,0,13750,0.2,0.34,49918,0.18333333333333332,3.3427
Tesla Model Y,75000,STANDARD,33270,1,13764,0.3,0.23,30948,0.18352,3.3431
Skoda Enyaq,77000,STANDARD,21967,2,13854,0.1,0.28,63506,0.17992207792207793,3.336
Tesla Model Y,75000,STANDARD,3103,0,12696,0.21,0.36,41912,0.16928,3.315
Tesla Model Y,75000,STANDARD,41620,1,12513,0.02,0.37,68717,0.16684,3.3102
Tesla Model Y,75000,STANDARD,21163,4,6242,0.18,0.23,52457,0.08322666666666667,3.1447
Skoda Enyaq,77000,STANDARD,21127,2,14863,0.23,0.3,66846,0.19302597402597402,3.3618
Tesla Model Y,75000,STANDARD,37064,3,15226,0.24,0.38,56435,0.20301333333333332,3.3815
Tesla Model Y,75000,STANDARD,14992,4,5605,0.29,0.28,31398,0.07473333333333333,3.1226
Skoda Enyaq,77000,STANDARD,32297,3,17301,0.21,0.37,76152,0.2246883116883117,3.4192
Tesla Model 3,75000,STANDARD,26746,2,15339,0.28,0.27,59939,0.20452,3.3845
Tesla Model Y,75000,STANDARD,24240,3,14363,0.03,0.37,49487,0.19150666666666666,3.3588
Skoda Enyaq,77000,STANDARD,13353,3,10915,0.03,0.25,69180,0.14175324675324674,3.2645
Tesla Model Y,75000,STANDARD,13188,4,18752,0.33,0.35,70157,0.2500266666666667,3.4627
Skoda Enyaq,77000,STANDARD,829,1,17813,0.01,0.32,52052,0.23133766233766234,3.4306
Tesla Model 3,75000,STANDARD,11382,3,9905,0.28,0.3,65979,0.13206666666666667,3.2481
Tesla Model Y,75000,STANDARD,25401,4,9792,0.21,0.39,51239,0.13056,3.2455
Tesla Model Y,75000,STANDARD,35188,3,17187,0.14,0.21,73088,0.22916,3.4269
Audi Q4 e-tron,52000,STANDARD,42401,3,17673,0.21,0.33,41547,0.3398653846153846,3.5541
Tesla Model Y,75000,STANDARD,15050,3,13721,0.18,0.33,43944,0.18294666666666667,3.3419
Volvo EX30,51000,STANDARD,26471,4,17250,0.28,0.27,41547,0.3382352941176471,3.5525
Volvo EX30,51000,STANDARD,10331,2,14367,0.09,0.31,40362,0.2817058823529412,3.4979
Volvo EX30,51000,STANDARD,6616,0,5047,0.3,0.36,39432,0.09896078431372549,3.1857
Tesla Model 3,75000,STANDARD,34073,3,18367,0.12,0.31,36692,0.24489333333333332,3.4539
Tesla Model Y,75000,STANDARD,3997,4,5510,0.07,0.25,56834,0.07346666666666667,3.1193
Tesla Model Y,75000,STANDARD,4632,0,13398,0.21,0.35,37601,0.17864,3.3334
Skoda Enyaq,77000,STANDARD,6892,1,13467,0.13,0.21,56584,0.17489610389610388,3.326
Tesla Model Y,75000,STANDARD,24814,3,5868,0.2,0.25,60918,0.07824,3.1318
Tesla Model Y,75000,STANDARD,28185,0,5297,0.23,0.27,41660,0.07062666666666667,3.112
Skoda Enyaq,77000,STANDARD,39532,0,9862,0.12,0.36,56481,0.12807792207792207,3.2413
Tesla Model Y,75000,STANDARD,3607,4,15766,0.02,0.29,65792,0.21021333333333334,3.3944
Audi Q4 e-tron,52000,STANDARD,40026,4,14425,0.17,0.28,34559,0.27740384615384617,3.4936
Audi Q4 e-tron,52000,STANDARD,19091,0,12106,0.26,0.23,48748,0.2328076923076923,3.4332
Audi Q4 e-tron,52000,STANDARD,28077,1,8884,0.02,0.31,25941,0.17084615384615384,3.3181
Volvo EX30,51000,STANDARD,14087,2,16220,0.19,0.22,37880,0.3180392156862745,3.5335
Tesla Model 3,75000,STANDARD,11829,1,9868,0.07,0.4,47653,0.13157333333333332,3.2472
Tesla Model Y,75000,STANDARD,1501,4,8343,0.32,0.28,49923,0.11124,3.2128
Tesla Model Y,75000,STANDARD,213,0,15500,0.05,0.21,47068,0.20666666666666667,3.3883
Tesla Model Y,75000,STANDARD,7982,2,11902,0.3,0.27,55879,0.15869333333333333,3.2941
Audi Q4 e-tron,52000,STANDARD,29811,4,19377,0.33,0.24,38190,0.3726346153846154,3.5942
Tesla Model 3,75000,STANDARD,20414,1,6370,0.04,0.34,72443,0.08493333333333333,3.1492
Tesla Model Y,75000,STANDARD,5685,3,15997,0.22,0.28,43423,0.21329333333333333,3.3997
Tesla Model 3,75000,STANDARD,6944,4,14216,0.11,0.23,38473,0.18954666666666667,3.3549
Tesla Model 3,75000,STANDARD,8543,1,18559,0.06,0.23,65105,0.24745333333333333,3.4583
Audi Q4 e-tron,52000,STANDARD,14304,2,10199,0.05,0.24,31858,0.19613461538461538,3.3679
Tesla Model Y,75000,STANDARD,36152,0,15223,0.26,0.35,58608,0.20297333333333334,3.3814
Skoda Enyaq,77000,STANDARD,31520,0,14719,0.29,0.34,60492,0.19115584415584416,3.3581
Tesla Model 3,75000,STANDARD,7768,0,5642,0.32,0.39,37634,0.07522666666666666,3.1239
Tesla Model Y,75000,STANDARD,41600,3,19012,0.29,0.24,64966,0.25349333333333335,3.4686
Volvo EX30,51000,STANDARD,19771,4,19220,0.12,0.22,38244,0.37686274509803924,3.6003
Tesla Model 3,75000,STANDARD,15718,0,13421,0.25,0.35,64405,0.17894666666666667,3.334
Tesla Model Y,75000,STANDARD,31050,3,12155,0.01,0.2,67071,0.16206666666666666,3.3008
Volvo EX30,51000,STANDARD,5449,4,14217,0.17,0.34,35030,0.2787647058823529,3.495
Tesla Model Y,75000,STANDARD,2924,2,18898,0.26,0.36,53367,0.2519733333333333,3.466
Tesla Model 3,75000,STANDARD,12160,4,7784,0.3,0.27,72281,0.10378666666666667,3.1982
Tesla Model Y,75000,STANDARD,39578,0,12736,0.28,0.26,34751,0.16981333333333334,3.316
Tesla Model Y,75000,STANDARD,27362,4,19358,0.0,0.3,68917,0.25810666666666665,3.4743
Audi Q4 e-tron,52000,STANDARD,13170,4,15494,0.27,0.36,37709,0.29796153846153844,3.5142
Volvo EX30,51000,STANDARD,38177,4,17631,0.32,0.25,43412,0.3457058823529412,3.5596
Volvo EX30,51000,STANDARD,35193,4,10702,0.2,0.25,42467,0.20984313725490197,3.3938
Tesla Model 3,75000,STANDARD,18274,1,15833,0.1,0.21,65806,0.21110666666666666,3.396
Audi Q4 e-tron,52000,STANDARD,14025,1,8623,0.1,0.3,44979,0.16582692307692307,3.3082
Audi Q4 e-tron,52000,STANDARD,21751,1,7307,0.14,0.22,34135,0.14051923076923076,3.2624
Tesla Model Y,75000,STANDARD,3584,4,15828,0.03,0.26,39393,0.21104,3.3958
Tesla Model 3,75000,STANDARD,19257,1,6522,0.16,0.32,61131,0.08696,3.1544
Skoda Enyaq,77000,STANDARD,22265,3,12691,0.08,0.35,66840,0.1648181818181818,3.3062
Skoda Enyaq,77000,STANDARD,31486,0,14155,0.1,0.34,65144,0.18383116883116882,3.3437
Tesla Model 3,75000,STANDARD,17016,2,16231,0.22,0.33,48247,0.21641333333333335,3.4051
Tesla Model Y,75000,STANDARD,5202,1,13484,0.13,0.4,39138,0.17978666666666668,3.3357
Tesla Model 3,75000,STANDARD,21436,4,14650,0.12,0.3,58599,0.19533333333333333,3.3663
Skoda Enyaq,77000,STANDARD,39100,2,13110,0.0,0.25,69369,0.17025974025974025,3.3169
Tesla Model 3,75000,STANDARD,9215,2,7054,0.19,0.29,25485,0.09405333333333334,3.1729
Tesla Model 3,75000,STANDARD,42663,2,8313,0.22,0.23,47378,0.11084,3.2121
Tesla Model Y,75000,STANDARD,977,3,7526,0.29,0.25,57975,0.10034666666666667,3.1893
Tesla Model Y,75000,STANDARD,37128,4,9381,0.17,0.22,24514,0.12508,3.2362
Audi Q4 e-tron,52000,STANDARD,16659,4,17361,0.1,0.34,32727,0.3338653846153846,3.5484
Volvo EX30,51000,STANDARD,9133,3,11561,0.12,0.34,50723,0.22668627450980391,3.4227
Volvo EX30,51000,STANDARD,3578,2,17211,0.02,0.29,36473,0.33747058823529413,3.5518
Volvo EX30,51000,STANDARD,919,3,18308,0.08,0.3,43813,0.3589803921568627,3.5745
Tesla Model Y,75000,STANDARD,31566,2,19882,0.06,0.37,49962,0.26509333333333335,3.4813
Tesla Model Y,75000,STANDARD,28621,2,5071,0.1,0.23,34558,0.06761333333333333,3.1041
Tesla Model Y,75000,STANDARD,36104,4,17282,0.14,0.38,43224,0.23042666666666667,3.4291
Skoda Enyaq,77000,STANDARD,29891,3,7108,0.15,0.23,23085,0.09231168831168832,3.1684
Tesla Model Y,75000,STANDARD,13058,4,17651,0.3,0.21,51460,0.23534666666666668,3.4375
Tesla Model 3,75000,STANDARD,33644,4,14646,0.05,0.39,30385,0.19528,3.3662
Volvo EX30,51000,STANDARD,3382,0,8195,0.11,0.37,49643,0.1606862745098039,3.298
Tesla Model 3,75000,STANDARD,2105,4,8129,0.01,0.26,28291,0.10838666666666667,3.2079
Skoda Enyaq,77000,STANDARD,29764,1,5986,0.05,0.36,60222,0.07774025974025973,3.1305
Tesla Model 3,75000,STANDARD,19749,1,14179,0.25,0.27,40216,0.18905333333333332,3.354
Tesla Model Y,75000,STANDARD,20544,3,10447,0.13,0.28,28769,0.13929333333333332,3.2603
Tesla Model Y,75000,STANDARD,24673,2,16540,0.07,0.37,36476,0.22053333333333333,3.4121
Audi Q4 e-tron,52000,STANDARD,38215,1,13616,0.07,0.27,38036,0.26184615384615384,3.478
Tesla Model 3,75000,STANDARD,19356,4,19581,0.05,0.24,60387,0.26108,3.4773
Tesla Model 3,75000,STANDARD,6528,1,6919,0.1,0.4,55512,0.09225333333333334,3.1682
Volvo EX30,51000,STANDARD,19556,3,12378,0.14,0.33,39816,0.2427058823529412,3.4501
Tesla Model Y,75000,STANDARD,11767,4,5140,0.11,0.25,46280,0.06853333333333333,3.1065
Audi Q4 e-tron,52000,STANDARD,25384,0,12934,0.08,0.24,33474,0.24873076923076923,3.4605
Tesla Model Y,75000,STANDARD,24110,1,12188,0.33,0.27,71735,0.16250666666666666,3.3016
Audi Q4 e-tron,52000,STANDARD,7444,2,10238,0.2,0.26,47916,0.19688461538461538,3.3694
Tesla Model Y,75000,STANDARD,3151,2,5279,0.27,0.38,74089,0.07038666666666667,3.1113
Volvo EX30,51000,STANDARD,8206,3,17830,0.27,0.33,43747,0.3496078431372549,3.5633
Tesla Model Y,75000,STANDARD,3727,3,14816,0.04,0.3,74999,0.19754666666666668,3.3707
Skoda Enyaq,77000,STANDARD,10724,3,18131,0.17,0.38,54475,0.23546753246753246,3.4377
Tesla Model 3,75000,STANDARD,8045,2,11581,0.23,0.26,45074,0.15441333333333335,3.286
Skoda Enyaq,77000,STANDARD,38194,0,13305,0.17,0.27,38375,0.1727922077922078,3.3219
Volvo EX30,51000,STANDARD,35196,2,9671,0.16,0.39,25961,0.18962745098039216,3.3551
Tesla Model Y,75000,STANDARD,10849,1,17017,0.06,0.34,70110,0.22689333333333334,3.423
Volvo EX30,51000,STANDARD,25612,1,18019,0.18,0.29,33933,0.3533137254901961,3.5668
Tesla Model 3,75000,STANDARD,19280,4,18976,0.01,0.26,70441,0.2530133333333333,3.4678
Skoda Enyaq,77000,STANDARD,42848,4,18322,0.08,0.26,33378,0.23794805194805194,3.442
Skoda Enyaq,77000,STANDARD,23917,2,5848,0.02,0.37,33115,0.07594805194805195,3.1258
Tesla Model Y,75000,STANDARD,1335,3,18668,0.07,0.36,73264,0.24890666666666666,3.4608
Tesla Model 3,75000,STANDARD,37933,4,16287,0.03,0.35,51512,0.21716,3.4063
Tesla Model Y,75000,STANDARD,41190,0,6013,0.33,0.22,44572,0.08017333333333333,3.1368
Audi Q4 e-tron,52000,STANDARD,19212,3,5389,0.25,0.24,30671,0.10363461538461538,3.1978
Volvo EX30,51000,STANDARD,36156,2,16710,0.07,0.26,43573,0.3276470588235294,3.5425
Audi Q4 e-tron,52000,STANDARD,2823,2,14885,0.15,0.27,45737,0.28625,3.5024
Audi Q4 e-tron,52000,STANDARD,23001,3,5506,0.05,0.24,25891,0.10588461538461538,3.2037
Tesla Model Y,75000,STANDARD,22550,3,19326,0.1,0.38,35830,0.25768,3.4739
Skoda Enyaq,77000,STANDARD,42066,4,19298,0.21,0.36,66550,0.25062337662337664,3.4637
Tesla Model Y,75000,STANDARD,5344,2,5613,0.02,0.35,37329,0.07484,3.1229
Audi Q4 e-tron,52000,STANDARD,32466,0,10288,0.02,0.35,40077,0.19784615384615384,3.3713
Tesla Model Y,75000,STANDARD,22740,3,5292,0.0,0.26,31479,0.07056,3.1118
Tesla Model Y,75000,STANDARD,497,3,10811,0.19,0.23,60571,0.14414666666666667,3.2686
Tesla Model Y,75000,STANDARD,30940,0,15898,0.14,0.31,58132,0.21197333333333335,3.3974
Audi Q4 e-tron,52000,STANDARD,30822,0,7948,0.34,0.32,40637,0.15284615384615385,3.2833
Tesla Model Y,75000,STANDARD,29825,4,7189,0.17,0.33,60956,0.09585333333333333,3.1776
Tesla Model Y,75000,STANDARD,17892,2,7751,0.16,0.36,69470,0.10334666666666667,3.1971
Tesla Model Y,75000,STANDARD,29445,0,5873,0.25,0.25,29569,0.07830666666666666,3.1319
Tesla Model 3,75000,STANDARD,2550,0,10462,0.18,0.28,35442,0.13949333333333333,3.2607
Skoda Enyaq,77000,STANDARD,12932,2,18946,0.2,0.2,64628,0.24605194805194805,3.4559
Tesla Model Y,75000,STANDARD,38821,1,6047,0.32,0.37,42442,0.08062666666666667,3.138
Tesla Model Y,75000,STANDARD,29546,2,13261,0.29,0.31,32511,0.17681333333333332,3.3298
Tesla Model Y,75000,STANDARD,32910,2,19948,0.3,0.27,52170,0.26597333333333334,3.4822
Volvo EX30,51000,STANDARD,3498,0,9117,0.17,0.29,40796,0.17876470588235294,3.3337
Skoda Enyaq,77000,STANDARD,10709,0,13930,0.14,0.31,67862,0.1809090909090909,3.3379
Skoda Enyaq,77000,STANDARD,852,4,13746,0.02,0.31,59158,0.17851948051948052,3.3332
Audi Q4 e-tron,52000,STANDARD,26366,2,10261,0.12,0.29,28123,0.19732692307692307,3.3703
Tesla Model Y,75000,STANDARD,2955,0,6290,0.18,0.27,56663,0.08386666666666667,3.1464
Audi Q4 e-tron,52000,STANDARD,15416,3,5101,0.15,0.39,27284,0.09809615384615385,3.1834
Tesla Model Y,75000,STANDARD,2725,3,8400,0.05,0.39,29530,0.112,3.214
Skoda Enyaq,77000,STANDARD,978,1,12496,0.1,0.27,45113,0.16228571428571428,3.3012
Skoda Enyaq,77000,STANDARD,34445,0,12140,0.15,0.24,45388,0.15766233766233767,3.2921
Skoda Enyaq,77000,STANDARD,26326,4,17321,0.2,0.29,47861,0.22494805194805195,3.4197
Tesla Model Y,75000,STANDARD,17699,4,17334,0.23,0.22,44410,0.23112,3.4303
Skoda Enyaq,77000,STANDARD,35336,4,14036,0.05,0.32,75601,0.18228571428571427,3.3406
Volvo EX30,51000,STANDARD,35187,3,6326,0.13,0.22,27027,0.1240392156862745,3.2345
Volvo EX30,51000,STANDARD,36948,3,13291,0.22,0.2,49583,0.2606078431372549,3.4768
Audi Q4 e-tron,52000,STANDARD,33952,0,18022,0.31,0.38,49617,0.34657692307692306,3.5604
Tesla Model Y,75000,STANDARD,10952,4,17660,0.2,0.35,36888,0.23546666666666666,3.4377
Skoda Enyaq,77000,STANDARD,31429,4,19725,0.21,0.33,57138,0.25616883116883116,3.4724
